cluster	size	words
20	78	anäki_nom, aube_nom, aurore_nom, automnal_adj, automne_nom, avalanche_nom, averse_nom, bise_nom, bourrasque_nom, brise_nom, bruine_nom, caniculaire_adj, canicule_nom, cataracte_nom, chaleur_nom, coucher_nom, crachin_nom, crue_nom, crépuscule_nom, dehors_adv, dehors_nam, dehors_prp, diluvien_adj, dégel_nom, déluge_nom, embrun_nom, ensoleiller_ver, ensoleillé_adj, estival_adj, finissant_adj, flocon_nom, forcir_ver, foudre_nom, fraîcheur_nom, fraîchir_ver, frimas_nom, frisquet_adj, froidure_nom, giboulée_nom, grêle_nom, hiver_nom, hivernal_adj, humidité_nom, inondation_nom, lever_nom, mistral_nom, morte, mousson_nom, neige_nom, neigeait_ver, neiger_ver, ondée_nom, orage_nom, ouragan_nom, pleuvoir_ver, pluie_nom, pluvieux_adj, printanier_adj, printemps_nom, rafale_nom, saison_nom, saisonnier_adj, solstice_nom, tempête_nom, tiédeur_nom, tombé_adj, tombée_nom, tornade_nom, torrentiel_adj, torride_adj, touffeur_nom, tourmente_nom, trombe_nom, vent_nom, venteux_adj, verse_nom, équinoxe_nom, été_nom
39	78	abominable_adj, affolant_adj, affreux_adj, ahurissant_adj, atroce_adj, cauchemar_nom, cauchemardesque_adj, chimère_nom, conte_nom, diabolique_adj, dramatique_adj, démoniaque_adj, effarant_adj, effrayant_adj, effrayant_ver, effroyable_adj, enchantement_nom, endeuiller_ver, extraordinaire_adj, extravagant_adj, fabuleux_adj, fantasmagorie_nom, fantasmagorique_adj, fantastique_adj, fantomatique_adj, fantôme_nom, fée_nom, féerie_nom, hallucinant_adj, hallucination_nom, horrible_adj, inconcevable_adj, incroyable_adj, infernal_adj, inhumain_adj, inimaginable_adj, inouï_nom, inouïe_nom, inouïes_nom, inquiétant_adj, insaisissable_adj, invraisemblable_adj, irréel_adj, lugubre_adj, macabre_adj, mille_nam, mirage_nom, mystérieusement_adv, mystérieux_adj, nuits_nam, onirique_adj, phénoménal_adj, pressentiment_nom, prodigieux_adj, prémonition_nom, remarquable_adj, revenant_nom, rêve_nom, satanique_adj, sinistre_adj, songe_nom, spectral_adj, spectre_nom, stupéfiant_adj, surprenant_adj, surréaliste_adj, terrible_adj, terrifiant_adj, tragique_adj, tragiquement_adv, troublant_adj, ténébreux_adj, zombie_nom, énigmatique_adj, époustouflant_adj, épouvantable_adj, épouvantail_nom, étonnant_adj
254	78	albâtre_nom, allégorie_nom, allégorique_adj, alphabet_nom, angelot_nom, arabesque_nom, architectural_adj, architecture_nom, armoiries_nom, balustre_nom, baroque_adj, biblique_adj, blason_nom, bronze_nom, cabalistique_adj, cariatide_nom, centaure_nom, ciseler_ver, colonnette_nom, coloris_nom, cuivre_nom, cyclope_nom, devise_nom, décoratif_adj, décoration_nom, emblème_nom, emblématique_adj, ferronnerie_nom, ferrure_nom, fioriture_nom, floral_adj, florentin_adj, forger_ver, forgé_adj, fresque_nom, frise_nom, gothique_adj, gothique_nom, géométrique_adj, heptagone_nom, hiératique_adj, hiéroglyphe_nom, héraldique_adj, idéogramme_nom, linteau_nom, marbre_nom, mauresque_adj, mosaïque_nom, moyenâgeux_adj, mythologique_adj, médiéval_adj, ogival_adj, ogive_nom, orfèvrerie_nom, ornement_nom, ornementation_nom, ouvrager_ver, ouvragé_adj, pentacle_nom, persan_adj, pilastre_nom, polychrome_adj, porphyre_nom, renaissance_nom, rococo_adj, rune_nom, sculpter_ver, sculpture_nom, stuc_nom, styliser_ver, symbole_nom, symbolique_adj, symboliser_ver, symétrie_nom, totem_nom, veiner_ver, victorien_adj, équestre_adj
187	78	abbesse_nom, adrienne_nam, aigremoine_nam, archie_nam, aude_nam, aventurier_nom, blandine_nam, boisseau_nom, boniface_adj, boniface_nam, brutus_nam, cassandra_nam, cauchon_nam, chantre_nom, chiot_nom, christian_nam, chérubin_nam, chérubin_nom, colas_nam, colas_nom, coquillart_nam, câliner_ver, destefano_nam, douce_nam, encenser_ver, enlumineur_nom, fatima_nam, fessa_nam, gaussan_nam, gersande_nam, gillette_nam, gino_nam, grégoire_nam, in, jeannie_nam, kiana_nam, langer_ver, majorelle_nam, mangeclous_nom, manine_nom, matrone_nom, mattathias_nam, maussane_nom, meunier_adj, meunier_nom, michaël_nam, morayma_nam, morgane_nam, morgane_nom, morphée_nam, mèche_nam, nourrisson_nom, obèse_nom, palamède_nam, palamède_nom, pallio_nam, pardigon_nam, paulin_nam, pelletier_nom, pons_nam, pons_nom, poupon_nom, poverello_nam, prieure_nom, rude_nam, salomon_nam, saltiel_adj, saltiel_nam, sarles_nam, sensitif_adj, sensitive_nam, shannon_nam, soizik_nam, solal_nam, stagiaire_nom, tancrède_nam, templier_nam, tou_nam
115	78	affinité_nom, analogie_nom, annexe_adj, approfondir_ver, arpenteur_nom, artificiel_adj, attester_ver, authenticité_nom, cadrer_ver, caractéristique_nom, chronologie_nom, concorder_ver, configuration_nom, corroborer_ver, corrélation_nom, coïncider_ver, disant_adj, donnée_nom, démarcation_nom, démontrer_ver, détail_nom, exactitude_nom, existant_adj, factice_adj, fallacieux_adj, falsifier_ver, faux, faux_adj, faux_nom, fondé_nom, généalogique_adj, illusoire_adj, inattaquable_adj, incontestable_adj, indice_nom, indiscutable_adj, induire_ver, indéniable_adj, infirmer_ver, insoupçonnable_adj, insoupçonné_adj, irrécusable_adj, irréfutable_adj, jalon_nom, leurre_nom, localisation_nom, luminite_nom, machiner_ver, mensonger_adj, minutie_nom, mobile_adj, netteté_nom, parallèle_nom, paramètre_nom, particularité_nom, poussé_adj, preuve_nom, prouver_ver, précision_nom, rapprochement_nom, recouper_ver, repère_nom, ressemblance_nom, semblant_nom, similitude_nom, simulation_nom, soi, substitution_nom, supercherie_nom, topographie_nom, trompeur_adj, truquage_nom, truquer_ver, visu_adj, vrai_nom, véracité_nom, élément_nom, étayer_ver
110	78	acharac_nam, almoha_nam, années, aola_nam, arctique_adj, assar_nam, assaraws_nom, astre_nom, atoll_nom, bengale_nam, boam_nam, boréal_adj, chats, climat_nom, colonisation_nom, coloniser_ver, comète_nom, constellation_nom, continent_nam, crépusculaire_adj, diurne_adj, dulas_nom, eristan_nam, filant_adj, follet_adj, galactique_adj, galaxie_nom, gravitation_nom, greenwich_nam, géologique_adj, hibernation_nom, hémisphère_nom, interstellaire_adj, jupiter_nam, karen_nam, lacté_adj, latitude_nom, longitude_nom, lune_nam, mars_nam, mercure_nam, monde_nam, moratoire_nam, méridien_nom, nouveau_nam, nuit, nébuleuse_nom, planète_nom, planétaire_adj, polaire_adj, proliférer_ver, présence_nam, pôle_nom, saturne_nam, sidéral_adj, soleil_nam, soor_nam, spatial_adj, stellaire_adj, suva_nam, symbiose_nom, temporel_adj, terre_nam, terres_nam, terrestre_adj, terrien_adj, tropical_adj, tropique_nom, universel_adj, vaha_nam, veillant_nam, voie_nam, voyageur_nam, vénus_nam, écosystème_nom, équateur_nom, équatorial_adj, étoile_nom
302	79	acte_nom, action_nom, agissements_nom, anathème_nom, apchier_nam, atrocité_nom, barbarie_nom, bassement_adv, bérault_nam, cabale_nom, caldhorague_nam, carnage_nom, clique_nom, conspirateur_nom, corruption_nom, destruction_nom, discorde_nom, débordement_nom, débâcle_nom, déconfiture_nom, déportation_nom, déroute_nom, déserteur_nom, détracteur_nom, déveine_nom, empoisonneur_nom, espion_nom, exaction_nom, extermination_nom, exutoire_nom, exécration_nom, félon_adj, guerre_nom, guérilla_nom, génocide_nom, halluciné_nom, homosexualité_nom, honnir_ver, hydre_nom, hécatombe_nom, inquisition_nom, insurrection_nom, intervention_nom, intrigant_nom, justicier_adj, lynchage_nom, malfettos_nom, manifestation_nom, manigance_nom, marginal_nom, massacre_nom, menée_nom, médias_nom, newdon_nam, opprobre_nom, outrance_nom, persécuter_ver, persécution_nom, petitement_adv, pillage_nom, pourfendre_ver, provocateur_adj, rapine_nom, razzia_nom, renégat_nom, représaille_nom, révolution_nom, saccage_nom, shanghaï_nam, soulèvement_nom, traître_adj, traître_nom, tuerie_nom, tyran_nom, vendetta_nom, vendu_adj, vengeur_adj, vindicte_nom, émeute_nom
213	79	affamer_ver, affamé_adj, aiguillonner_ver, anesthésier_ver, annihiler_ver, anémier_ver, apaiser_ver, appétit_nom, assaillie_ver, assaillir_ver, assiéger_ver, assoiffer_ver, assouvir_ver, attiser_ver, avide_adj, aviver_ver, broyer_ver, calmer_ver, conjuguer_ver, consoler_ver, convoitise_nom, cupidité_nom, doper_ver, décupler_ver, délaisser_ver, dépérir_ver, déserter_ver, dévaster_ver, dévorant_adj, dévorer_ver, enfiévrer_ver, envahir_ver, exacerber_ver, exciter_ver, faim_nom, fringale_nom, galvaniser_ver, hanter_ver, hantise_nom, hanté_adj, happer_ver, inassouvi_adj, inextinguible_adj, insatiable_adj, insuffler_ver, maladif_adj, malaxer_ver, malsain_adj, miner_ver, morbide_adj, moribond_adj, obsession_nom, obséder_ver, ragaillardir_ver, ranimer_ver, rasséréner_ver, ravager_ver, ravagé_adj, raviver_ver, redonner_ver, redoublement_nom, redoubler_ver, refouler_ver, requinquer_ver, ressaisir_ver, revigorer_ver, ronger_ver, réconforter_ver, soif_nom, stimuler_ver, submerger_ver, surexciter_ver, tenailler_ver, tirailler_ver, vengeance_nom, échauffer_ver, électriser_ver, émoustiller_ver, étioler_ver
283	79	absolu_nom, adepte_nom, antéchrist_nam, apôtre_nom, atavisme_nom, athée_nom, cathare_adj, cathare_nom, catholicisme_nom, catholique_adj, christianisme_nom, chrétien_adj, chrétien_nom, concile_nom, concitoyen_nom, congrégation_nom, credo_nom, croyance_nom, croyant_adj, croyant_nom, disciple_nom, doctrine_nom, dogme_nom, domologistes_nom, dévot_adj, dévot_nom, eglise_nam, exégète_nom, fanatique_adj, fanatique_nom, farouche_nom, hérésie_nom, hérétique_adj, hérétique_nom, immoralité_nom, islam_nam, islam_nom, judas_nam, juif_nam, jésuite_nom, jésuites_nam, laïque_adj, libérateur_nom, mahomet_nam, morale_nom, mysticisme_nom, mystique_adj, mystique_nom, mécréant_nom, mœurs_nom, oracle_nom, orthodoxe_adj, ouaille_nom, pape_nom, patriarche_nom, pie_nam, pieux_adj, piété_nom, pontife_nom, prophète_nom, protestant_adj, protestant_nom, préjugé_nom, prêcher_ver, prôner_ver, religieux_adj, religion_nom, sacrement_nom, sage_nom, sagesse_nom, sainteté_nam, satan_nam, superstition_nom, suppôt_nom, tsiek_nam, église_nam, éternel_nom, évangélique_adj, évangéliste_nom
241	80	absinthe_nom, alcool_nom, anisette_nom, apéritif_nom, apéro_nom, armagnac_nom, avaler_ver, beaujolais_nom, bière_nom, bock_nom, boire_ver, boisson_nom, bourbon_nom, bourgogne_nom, bouteille_nom, brandy_nom, calva_nom, calvados_nom, canette_nom, cassis_nom, champagne_nom, chopine_nom, cidre_nom, citronnade_nom, coca, coca_nam, cocktail_nom, cognac_nom, cola_nam, diabolo_nom, décapsuler_ver, dégustation_nom, fine_nom, flasque_nom, genièvre_nom, gin_nom, gnôle_nom, gorgée_nom, goulot_nom, grenadine_nom, jike_nam, kirsch_nom, lagavulin_nam, lamper_ver, lampée_nom, limonade_nom, liqueur_nom, litre_nom, madère_nom, marc_nom, martini_nom, moka_nom, muscadet_nom, orangeade_nom, pack_nom, pastis_nom, pernod_nom, pinard_nom, pinte_nom, piquette_nom, porto_nom, punch_nom, rasade_nom, remontant_nom, resservir_ver, rhum_nom, saké_nom, scotch_nom, siroter_ver, soda_nom, tequila_nom, thermos_nom, torcher_ver, vermouth_nom, verre_nom, vin_nom, vodka_nom, whiskies_nom, whisky_nom, écluser_ver
136	80	baveux_adj, benne_nom, boue_nom, boueux_adj, bourbeux_adj, bourbier_nom, bouse_nom, cafard_nom, caniveau_nom, charnier_nom, charogne_nom, chiotte_nom, cloaque_nom, cochonnerie_nom, crotte_nom, crottin_nom, croupi_adj, débris_nom, déchet_nom, dégueulasse_adj, dégueulasser_ver, déjection_nom, dépotoir_nom, détritus_nom, embourber_ver, empêtrer_ver, engeance_nom, enliser_ver, excrément_nom, fange_nom, fangeux_adj, fiente_nom, flaque_nom, flouer_ver, fretin_nom, fumier_nom, gadoue_nom, glaise_nom, immondice_nom, infect_adj, infester_ver, innommable_adj, kyrielle_nom, latrines_nom, malpropre_adj, mare_nom, marigot_nom, nettoyeur_nom, ordure_nom, parasite_adj, parasite_nom, patauger_ver, porcherie_nom, pou_nom, poubelle_nom, pourri_adj, pourri_nom, pourrir_ver, pourrissant_adj, pourriture_nom, puant_adj, puce_nom, pulluler_ver, punaise_nom, purin_nom, rampant_adj, rebut_nom, rigole_nom, résidu_nom, saleté_nom, saloper_ver, saloperie_nom, sciure_nom, tinette_nom, tourbe_nom, vacherie_nom, vaseux_adj, vermine_nom, éboueur_nom, épave_adj
35	81	adhérer_ver, amollir_ver, apparence_nom, aspect_nom, assouplir_ver, atrophier_ver, chancre_nom, chrysalide_nom, chétif_adj, cocon_nom, coloration_nom, colossal_adj, consistance_nom, consistant_adj, coriace_adj, densité_nom, difforme_adj, dimension_nom, disproportionner_ver, décharner_ver, décharné_adj, démesurer_ver, démesuré_adj, démesurément_adv, empâter_ver, environnement_nom, façonner_ver, fluet_adj, forme_nom, formidable_adj, fossile_adj, fossiliser_ver, fragile_adj, frêle_adj, fœtus_nom, gigantesque_adj, gros_adj, grosseur_nom, grêle_adj, géant_nom, imposant_adj, impressionnant_adj, inconsistant_adj, maigrichon_adj, maigrir_ver, majestueux_adj, malingre_adj, malléable_adj, massif_adj, maturité_nom, modeler_ver, monstrueusement_adv, monstrueux_adj, monumental_adj, mûr_adj, nourricier_adj, proportion_nom, précoce_adj, précocement_adv, prématurément_adv, pétrir_ver, rabougri_adj, rabougrir_ver, rachitique_adj, ramollir_ver, recroquevillé_adj, remuant_adj, ridiculement_adv, réceptacle_nom, résistant_adj, squelettique_adj, stérile_adj, taille_nom, texture_nom, vieillir_ver, âge_nom, âgé_adj, énorme_adj, étique_adj, étriquer_ver, étriqué_adj
324	81	adoptif_adj, amant_nom, ami_nom, associé_nom, aîné_adj, aîné_nom, beau, belle, belles, bienfaiteur_nom, bru_nom, cadet_adj, cadet_nom, camarade_nom, collaborateur_nom, collègue_nom, colocataire_nom, compagne_nom, compagnon_nom, compatriote_nom, confident_nom, confrère_nom, convoler_ver, copain_nom, cousin_nom, divorcer_ver, employeur_nom, enfants_nom, fiancer_ver, fiancé_nom, filleul_nom, fils_nom, frère_nom, frères_nom, gendre_nom, grands, inconsolable_adj, inséparable_adj, inséparable_nom, jumeau_adj, jumeau_nom, jumelle_adj, kerin_nam, mari_nom, marier_ver, marié_adj, marraine_nom, maîtresse_nom, maîtresses_nom, mère_nom, neveu_nom, nièce_nom, nkoto_nam, oncle_nom, orphelin_adj, parent_nom, parents_nom, parrain_nom, partenaire_nom, petite, petits, promis_nom, protecteur_nom, protégé_nom, précepteur_nom, père_nom, pères_nom, remarier_ver, sauveur_adj, sauveur_nom, siamois_adj, sœur_nom, sœurs_nom, tante_nom, tuteur_nom, veuf_adj, veuf_nom, veuvage_nom, épouse_nom, épouser_ver, époux_nom
320	82	afghan_adj, africain_adj, algérien_adj, allemand_adj, alliés_nam, alpin_adj, alsacien_adj, américain_adj, anglais_adj, anglo, asiatique_adj, auvergnat_adj, basque_adj, belge_adj, bourguignon_adj, breton_adj, bretons_nam, britannique_adj, brésilien_adj, californien_adj, campagnard_adj, canadien_adj, chinois_adj, colonial_adj, corse_adj, cubain_adj, cætera_ver, danois_adj, espagnol_adj, exotique_adj, extrême, flamand_adj, français_adj, germanique_adj, helvétique_adj, hindou_adj, hollandais_adj, hongrois_adj, indien_adj, irlandais_adj, italien_adj, japonais_adj, lorrain_adj, malais_adj, marocain_adj, mexicain_adj, méditerranéen_adj, méridional_adj, napolitain_adj, naturaliser_ver, nordique_adj, normand_adj, norvégien_adj, orient_nam, oriental_adj, oriental_nom, poitou_nam, polonais_adj, porto_nam, portugais_adj, provençal_adj, prussien_adj, roumain_adj, russe_adj, régence_nam, saharien_adj, saxon_adj, scandinave_adj, sibérien_adj, sicilien_adj, slave_adj, soudan_nam, suisse_adj, suédois_adj, terroir_nom, tunisien_adj, turc_adj, turque_adj, typique_adj, typiquement_adv, écossais_adj, égyptien_adj
149	82	adorer_ver, aimer_ver, ajouter_ver, badiner_ver, blâmer_ver, chagriner_ver, chamailler_ver, compatir_ver, conclure_ver, concéder_ver, contester_ver, contredire_ver, cravacher_ver, critiquer_ver, culpabiliser_ver, déclarer_ver, décolérer_ver, décréter_ver, déplaire_ver, déplorer_ver, désapprouver_ver, désavouer_ver, détester_ver, enquérir_ver, exclamer_ver, extérioriser_ver, exécrer_ver, glorifier_ver, gourmander_ver, grief_adj, haïr_ver, heur_nom, idolâtrer_ver, insister_ver, insurger_ver, interroger_ver, intervenir_ver, ironiser_ver, maudissait_ver, moquer_ver, mécontenter_ver, mépriser_ver, nier_ver, nota_nom, objecter_ver, plaindre_ver, plaisanter_ver, plu_ver, plut_ver, quereller_ver, questionner_ver, rabrouer_ver, railler_ver, rebeller_ver, rebiffer_ver, regimber_ver, regretter_ver, rembarrer_ver, renchérir_ver, reprocher_ver, ridiculiser_ver, riposter_ver, rouspéter_ver, rudoyer_ver, récrier_ver, récriminer_ver, réfuter_ver, répliquer_ver, répondre_ver, réprimander_ver, rétorquer_ver, révérer_ver, sermonner_ver, souffrir_ver, tancer_ver, tiquer_ver, tutoyer_ver, vertement_adv, vouvoyer_ver, vénérer_ver, écrier_ver, égoïstement_adv
121	82	académie_nam, académie_nom, agrégation_nom, appliqué_adj, arithmétique_nom, arts_nam, arts_nom, astrologie_nom, astronomie_nom, audition_nom, baccalauréat_nom, beaux, biologie_nom, botanique_nom, brevet_nom, brouillon_adj, cambridge_nam, cancre_nom, carabin_nom, catéchisme_nom, certificat_nom, chimie_nom, classe_nom, collège_nom, collégien_nom, communiant_nom, conservatoire_nam, diplôme_nom, doctorat_nom, exposé_nom, fac_nom, faculté_nam, grammaire_nom, grec_nom, géographie_nom, instituteur_nom, internat_nom, latin_nom, lecture_nom, licence_nom, lycée_nom, maths_nom, mathématique_nom, médecine_nam, médecine_nom, métaphysique_nom, nobel_nam, néophyte_nom, oral_adj, oxford_nam, pensum_nom, philo_nom, philosophie_nom, physiologie_nom, prof_nom, préliminaire_adj, préparatoire_adj, psychanalyse_nom, psychiatrie_nom, psychologie_nom, rentrée_nom, rhétorique_nom, récréation_nom, rédaction_nom, résumé_nom, sciences_nam, scolaire_adj, session_nom, sociologie_nom, sorbonne_nam, studieux_adj, séminaire_nom, théologie_nom, université_nom, école_nam, école_nom, écolier_adj, écolier_nom, élève_nom, étude_nom, étudiant_adj, étudiant_nom
124	82	adjacent_adj, alcôve_nom, aménager_ver, annexe_nom, antichambre_nom, appart_nom, appartement_nom, appentis_nom, ascenseur_nom, attenant_adj, attenir_ver, boudoir_nom, buanderie_nom, cagibi_nom, cambuse_nom, carrée_nom, caserne_nom, cave_nom, cellier_nom, chambre_nom, chambrette_nom, chambrée_nom, chaussée_nom, colimaçon_nom, communicant_adj, communs_nom, contigu_adj, contiguë_adj, corridor_nom, couloir_nom, coursive_nom, dortoir_nom, débarras_nom, entrepôt_nom, entresol_nom, escalier_nom, exiguë_adj, fumoir_nom, galerie_nom, galetas_nom, garage_nom, grange_nom, grenier_nom, gymnase_nom, hall_nom, hangar_nom, immeuble_nom, jouxter_ver, living, living_nom, local_nom, logement_nom, mansarde_nom, mansardé_adj, meubler_ver, mitoyen_adj, palier_nom, parloir_nom, piaule_nom, pièce_nom, presbytère_nom, préau_nom, remise_nom, resserre_nom, rez, room_nom, réduit_nom, réfectoire_nom, sacristie_nom, salle_nom, salon, salon_nom, soupente_nom, spacieux_adj, squatter_ver, studio_nom, turne_nom, vestibule_nom, voisin_adj, écurie_nom, étable_nom, étage_nom
97	82	allée_nom, arceau_nom, arche_nom, arête_nom, auvent_nom, balustrade_nom, bandes_nom, barrer_ver, belvédère_nom, bord_nom, border_ver, bordure_nom, cerner_ver, chapiteau_nom, colonnade_nom, colonne_nom, contrebas_nom, corniche_nom, cour_nom, courette_nom, couronner_ver, couvert_adj, culminer_ver, dominer_ver, durance_nam, encadrer_ver, esplanade_nom, formes_nom, fronton_nom, gazon_nom, gouttière_nom, imprenable_adj, jardin_nom, jardinet_nom, jonction_nom, loggia_nom, margelle_nom, moussu_adj, muret_nom, murette_nom, orangerie_nom, pagode_nom, panoramique_adj, parapet_nom, parc_nom, parterre_nom, patio_nom, pelouse_nom, perron_nom, pilier_nom, pilotis_nom, placette_nom, plage_nom, plates, plein_nom, plongeant_adj, porche_nom, portique_nom, pourtour_nom, profiler_ver, promenoir_nom, péristyle_nom, rambarde_nom, rampe_nom, rebord_nom, rocaille_nom, rond, rotonde_nom, seuil_nom, silhouette_nom, silhouetter_ver, square_nom, surmonter_ver, surplomb_nom, surplomber_ver, terrasse_nom, terre, verdoyant_adj, voûte_nom, véranda_nom, échappée_nom, échappées_nom
210	82	alias_adv, aurèle_nam, balzac_nam, barrès_nam, bataille_nam, baudelaire_nam, bergerac_nam, bonnot_nam, bourget_nam, bruyère_nam, béraud_nam, chance_nam, charles, chateaubriand_nam, claudel_nam, commune_nam, comédie_nam, conan_nam, conseiller_nam, corneille_nam, cyrano_nam, dante_nam, daudet_nam, delaunay_nam, descartes_nam, dom_nam, dostoïevski_nam, dracula_nam, dupuis_nam, faure_nam, flaubert_nam, fontaine_nam, garnier_nam, gide_nam, goethe_nam, goncourt_nam, hugo_nam, iiie_num, joachim_nam, lamartine_nam, landru_nam, larousse_nam, lévy_nam, mallarmé_nam, malpeyre_nam, marc, maura_nam, molière_nam, montaigne_nam, musset_nam, mystère_nam, newton_nam, ogres_nam, pablo_nam, poe_nam, proust_nam, préface_nom, quasimodo_nam, rabelais_nam, racine_nam, relecture_nom, rimbaud_nam, rodin_nam, rostand_nam, rousseau_nam, sadoul_nam, second_nam, shakespeare_nam, simenon_nam, siècle_nam, sorel_nam, spinoza_nam, stendhal_nam, stephen_nam, stoker_nam, tolstoï_nam, vaillant_nam, verlaine_nam, virgile_nam, voltaire_nam, voyage_nam, zola_nam
148	83	asphalte_nom, bancal_adj, bitume_nom, blanchir_ver, bric_nom, broc_nom, béton_nom, caillou_nom, carcasse_nom, carpette_nom, carrelage_nom, carreler_ver, chaux_nom, ciment_nom, crevé_adj, céramique_nom, côte_nom, dallage_nom, dalle_nom, daller_ver, disloquer_ver, dune_nom, décombres_nom, défoncé_adj, déglinguer_ver, démanteler_ver, démantibuler_ver, désert_nom, faïence_nom, ferraille_nom, flanc_nom, fouler_ver, galet_nom, graffiti_nom, graffitis_nom, gravats_nom, gravier_nom, gravillon_nom, guingois_adv, inscription_nom, inégal_adj, joncher_ver, lino_nom, linoléum_nom, macadam_nom, minium_nom, moquette_nom, mortier_nom, motte_nom, mâchefer_nom, paillasson_nom, parquet_nom, pavage_nom, paver_ver, pavé_nom, peindre_ver, peinture_nom, pelletée_nom, pierre_nom, piétiner_ver, plancher_nom, plancher_ver, plâtras_nom, plâtre_nom, porcelaine_nom, poudreux_adj, poussière_nom, poussiéreux_adj, ruine_nom, sable_nom, scorie_nom, sol_nom, tapis_nom, terre_nom, tesson_nom, troué_adj, ébrécher_ver, écailler_ver, écaillé_adj, échafaudage_nom, émail_nom, émailler_ver, équerre_nom
40	84	accablant_adj, agaçant_adj, aigre_adj, aigrelet_adj, alléger_ver, alourdir_ver, ambiance_nom, ambiant_adj, angoissant_adj, anonymat_nom, appesantir_ver, atmosphère_nom, calme_adj, calme_nom, compresser_ver, comprimer_ver, douloureux_adj, dépaysement_nom, dérangeant_adj, embarrassant_adj, enrhumer_ver, envahissant_adj, exaspérant_adj, expectative_nom, fardeau_nom, flou_nom, félicité_nom, gênant_adj, horripilant_adj, immobilité_nom, incertitude_nom, indécision_nom, inertie_nom, insidieusement_adv, insidieux_adj, insoutenable_adj, insupportable_adj, intenable_adj, intensifier_ver, intolérable_adj, irritant_adj, irréalité_nom, lancinant_adj, lanciner_ver, lassant_adj, lourd_adj, lourdeur_nom, mutisme_nom, obsessionnel_adj, obsédant_adj, opacité_nom, oppressant_adj, oppresser_ver, oppression_nom, paisible_adj, paix_nom, palpable_adj, passif_adj, passivité_nom, pesant_adj, pesanteur_nom, peser_ver, planer_ver, poids_nom, pénible_adj, quiet_adj, quiétude_nom, régner_ver, serein_adj, silence_nom, silencer_ver, supportable_adj, surmener_ver, suspens_nom, sérénité_nom, sévir_ver, taire_ver, tolérable_adj, torturant_adj, tranquille_adj, tranquillité_nom, trépidant_adj, écrasant_adj, énervant_adj
144	84	accouchement_nom, accoucher_ver, allaiter_ver, augustine_nam, berthe_nam, bertrave_nam, biberon_nom, blanchisseur_nom, bonniche_nom, brodeur_nom, broussac_nam, camériste_nom, chipie_nom, concierge_adj, concierge_nom, cormery_nam, cuisinier_nom, cuisinières_nom, daron_nom, dentellier_nom, domesticité_nom, domestique_adj, domestique_nom, edmée_nam, enceindre_ver, enceinte_adj, eugénie_nam, factotum_nom, ghislaine_nam, gouvernant_adj, gouvernant_nom, grossesse_nom, guérin_nam, henrouille_nam, hermance_nam, keller_nam, lange_nom, lefébure_nam, lingère_nom, locataire_nom, logeur_nom, maisonnée_nom, majordome_nom, maquerelle_nom, marmiton_nom, maternité_nom, mignon_nam, mère_adj, mères_nom, mégère_nom, mémère_nom, mémé_nom, nounou_nom, nourrice_nom, nouveau, nurse_nom, né_adj, né_nom, parmentier_nam, pauvresse_nom, perrine_nom, philomène_nam, pipelet_nom, proprio_nom, pépé_nom, rinquet_nam, rombière_nom, rouet_nam, sage, semelle_nam, servante_nom, serviteur_nom, sidonie_nam, smet_nam, soubrette_nom, thérésa_nam, valet_nom, valetaille_nom, veuve_adj, veuve_nom, victorine_nam, vioque_nom, voisin_nom, écosser_ver
153	84	andersen_nam, ansart_nam, attorney_nom, aulnay_nam, axter_nam, babette_nom, bedford_nam, bejardy_nam, bellune_nam, bessy_nam, bever_nam, biggs_nam, blin_nam, brossier_nam, carl_nam, carmen_nam, cartaud_nam, cicero_nam, coroner_nom, crosby_nam, dave_nam, deborah_nam, delynx_nam, dexter_nam, doris_nam, elisa_nam, elvin_nam, faugères_nam, freddie_nam, galloway_nam, garden_nam, gay_nam, gaylor_nam, gaylor_nom, gildas_nam, hayward_nam, ingrid_nam, jenkins_nam, jonker_nam, larner_nam, latouche_nam, letton_nam, maillot_nam, marcheret_nam, marseillais_nam, maxime_nam, miles_nam, moss_nam, mullins_nam, murraille_nam, musak_nam, méliot_nam, nalo_nam, nathaniel_nam, neal_nam, nederick_nam, norris_nam, orlow_nam, pacheco_nam, piovani_nam, pozzo_nam, prima_nam, provençal_nam, rachman_nam, radek_nam, rigaud_nam, rocroy_nam, rodrigue_nam, rourke_nam, rudolph_nam, saldon_nam, sargent_nam, sheila_nam, sheriff_nom, syane_nam, sylvestre_nam, sylvia_nam, sylviane_nam, tallamont_nam, tchèque_nam, vallois_nam, villecourt_nam, wandon_nam, ward_nam
