cluster	size	words
354	56	acclimater_ver, accommoder_ver, accoutumer_ver, adonner_ver, affranchir_ver, apprentissage_nom, appris_adj, assidûment_adv, assimiler_ver, blaser_ver, bohème_nom, carcéral_adj, casanier_adj, confiner_ver, contemplatif_adj, cosmopolite_adj, coudoyer_ver, côtoyer_ver, dilettante_nom, distraction_nom, divertissement_nom, dérivatif_nom, désœuvrement_nom, désœuvrer_ver, désœuvré_adj, endoctriner_ver, enseignement_nom, enseigner_ver, familiariser_ver, fréquentation_nom, fréquenter_ver, habituer_ver, huppé_adj, inculquer_ver, initiation_nom, initier_ver, instruire_ver, interlope_adj, leçon_nom, mondain_nom, oisif_adj, oisif_nom, paresse_nom, pègre_nom, reclus_adj, reclus_nom, rudiment_nom, réapprendre_ver, sevrer_ver, snob_nom, solitaire_adj, solitaire_nom, solitude_nom, sédentaire_adj, éducation_nom, éduquer_ver
236	56	amiral, amiral_adj, amiral_nom, armateur_nom, bagnard_nom, baracaly_nam, bart_nam, batelier_nom, biceps_nam, bosco_nom, bradmer_nam, bretelle_nam, brigand_nom, caboche_nom, chef_nam, ciès_nam, commandement_nom, corsaire_nom, croc_nam, cuistot_nom, docker_nom, forban_nom, forçat_nom, galère_nom, galérien_nom, goowan_nam, hyx_nam, kabyle_nom, kazarsse_nam, long, lymphogateur_nom, malavoine_nom, marinier_nom, midship_nom, mohad_nam, méduse_nam, nemo_nam, négrier_nom, paxton_nam, pirate_adj, pirate_nom, plumeau_nam, quartier, schutz_nam, soutier_nom, stoorwan_nam, syco_nam, sémaphore_nom, timonier_nom, titanic_nam, treischke_nam, vengeur_nam, vengeur_nom, vigie_nom, von_nam, zeta_nam
104	57	abdel_nam, abdul_nam, abou_nam, ahmed_nam, ali_nam, arabe_adj, arabe_nom, arménien_adj, bab_nam, baba_nam, berbère_adj, bey_nam, brahim_nam, casbah_nam, cheikh_nom, driss_nam, el, fatma_nam, haranguer_ver, hassan_nam, ibrahim_nam, imam_nom, israélite_adj, jalil_nam, judéo, juif_adj, juif_nom, kabyle_adj, kader_nam, karine_nam, mariem_nam, mohamed_nam, mohammed_nam, mollah_nom, mosquée_nom, moulay_nam, musulman_adj, musulman_nom, nafa_nam, omar_nam, prêche_nom, rachid_nam, rahman_nam, salah_nam, saïd_nam, sid_nam, sidi, sidi_nam, souk_nom, synagogue_nom, taliban_nom, testour_nam, tourab_nam, walid_nam, younes_nam, ziri_nam, égyptien_nom
126	57	ahaner_ver, aidant_nom, arrache, boiter_ver, boitiller_ver, chancelant_adj, chanceler_ver, claudiquer_ver, cloche, clopiner_ver, descendre_ver, dégringoler_ver, dévaler_ver, escadrin_nom, escalader_ver, flageolant_adj, flageoler_ver, gravir_ver, grimpant_nom, grimper_ver, hisser_ver, impérial_nom, jucher_ver, lestement_adv, marchepied_nom, monte_nam, monte_nom, monter_ver, nu, observatoire_nom, percher_ver, perchoir_nom, pesamment_adv, pied_adv, pieds_nom, plate, plateforme_nom, portant_nom, prenant_adj, preste_adj, prestement_adv, péniblement_adv, reculons_adv, redescendre_ver, regrimper_ver, remettant_nom, remonter_ver, souplement_adv, soutenant_nom, titubant_adj, tituber_ver, tournemain_adv, trébucher_ver, vacillant_adj, vaciller_ver, vite_adj, voltige_nom
94	57	affluer_ver, afflux_nom, artifice_nom, balaya_ver, balayaient_ver, balayait_ver, balayant_ver, balayer_ver, balayé_ver, balayée_ver, balayées_ver, balayés_ver, charrier_ver, drainer_ver, déferlant_adj, déferlement_nom, déferler_ver, dégorger_ver, déverser_ver, engorger_ver, exploser_ver, flash_nom, flasher_ver, flot_nom, flux_nom, fulgurance_nom, fulgurant_adj, fulgurer_ver, gerbe_nom, geyser_nom, gicler_ver, giclée_nom, houle_nom, illumination_nom, jaillissement_nom, jet_nom, lueur_nom, marée_nom, pétillement_nom, rebondir_ver, refluer_ver, reflux_nom, rejaillir_ver, remous_nom, ressac_nom, ricocher_ver, tourbillon_nom, vague_nom, vaguelette_nom, éblouissement_nom, éclabousser_ver, éclaboussure_nom, éclair_nom, éclat_nom, éclater_ver, écume_nom, étincelle_nom
78	57	attentivement_adv, ausculter_ver, bigler_ver, béat_adj, béatement_adv, considérant_nom, considérer_ver, contempler_ver, détailler_ver, dévisager_ver, enfourner_ver, examiner_ver, explorer_ver, farfouiller_ver, fixement_adv, fouiller_ver, fouiner_ver, fourgonner_ver, fourrager_ver, fureter_ver, guigner_ver, inspecter_ver, inventorier_ver, langoureusement_adv, lorgner_ver, loucher_ver, lourdement_adv, masturber_ver, mater_ver, mollement_adv, méditatif_adj, nonchalamment_adv, négligemment_adv, observant_nom, observer_ver, palper_ver, paresseusement_adv, paresseux_adj, pensif_adj, pensivement_adv, piocher_ver, regardant_adj, regarder_ver, reluquer_ver, rêvasser_ver, rêveur_adj, rêveusement_adv, scruter_ver, sonder_ver, songeur_adj, toiser_ver, tâter_ver, téter_ver, visiter_ver, voluptueusement_adv, écoutant_nom, étudier_ver
113	57	adjuger_ver, argent_nom, bank, banque_nom, bifton_nom, billet_nom, calorie_nom, centime_nom, chiper_ver, chèque_nom, chéquier_nom, colloquer_ver, compta_nom, coupon_nom, denier_nom, dollar_nom, ducat_nom, empocher_ver, escamoter_ver, euro_nom, extorquer_ver, florin_nom, franc_nom, fric_nom, jeton_nom, liard_nom, liasse_nom, loterie_nom, louis_nom, mark_nom, monnaie_nom, notes_nom, payais_ver, piastre_nom, piécette_nom, pognon_nom, pèze_nom, rab_nom, rafler_ver, raquer_ver, recompter_ver, redemander_ver, refiler_ver, rempocher_ver, reverser_ver, rouble_nom, shilling_nom, sou_nom, soutirer_ver, sterling_adj, subtiliser_ver, thune_nom, ticket_nom, tiroir, tricher_ver, verser_ver, écu_nom
9	57	agrafer_ver, airain_nom, armure_nom, balles_nom, banderole_nom, bannière_nom, barder_ver, baudrier_nom, blindage_nom, blinder_ver, blindé_adj, bouclier_nom, boutoir_nom, boutonnière_nom, brandebourg_nom, brassard_nom, brillant_nom, bélier_nom, calicot_nom, cartouchière_nom, casaque_nom, catapulte_nom, ceinture_nom, ceinturon_nom, chausses_nom, clouter_ver, clouté_adj, cocarde_nom, cotte_nom, croix_nom, cuirasse_nom, cuirasser_ver, dolman_nom, drapeau_nom, fanion_nom, ferrailler_ver, fuselage_nom, galon_nom, gammée_adj, holster_nom, insigne_nom, légion_nom, maille_nom, mousqueton_nom, médaille_nom, oriflamme_nom, pavoiser_ver, pourpoint_nom, riper_ver, rosette_nom, tatouage_nom, tatouer_ver, tricolore_adj, écusson_nom, épaulette_nom, épingler_ver, étendard_nom
198	57	absorbant_adj, activité_nom, ardu_adj, assommant_adj, astreindre_ver, avare_adj, besogne_nom, besogneux_adj, boulot_nom, bureaucrate_nom, consciencieux_adj, contrariant_adj, corvée_nom, cultivé_adj, diligent_adj, distrayant_adj, divertissant_adj, ennuyeux_adj, exténuant_adj, fastidieux_adj, fatigant_adj, fourbe_adj, fruste_adj, harassant_adj, industrieux_adj, infatigable_adj, ingrat_adj, inlassable_adj, instructif_adj, journalier_adj, labeur_nom, laborieux_adj, malhabile_adj, maniaque_adj, minutieux_adj, méthodique_adj, méticuleux_adj, occupation_nom, paresseux_nom, passionnant_adj, patiemment_adv, patience_nom, patient_adj, pointilleux_adj, ponctuel_adj, prodigue_adj, quotidien_adj, scrupuleux_adj, servile_adj, soigneux_adj, tatillon_adj, travail_nom, travailleur_adj, tâche_nom, éprouvant_adj, épuisant_adj, éreintant_adj
377	58	abdomen_nom, abdominal_adj, aine_nom, aisselle_nom, articulation_nom, baller_ver, bedaine_nom, biceps_nom, bide_nom, braguette_nom, bras_nom, cambrer_ver, carotide_nom, cervical_adj, chevelu_adj, cheville_nom, clavicule_nom, cou_nom, coude_nom, creux_nom, crânien_adj, cuisse_nom, dextre_nom, dos_nom, entrejambe_nom, fesse_nom, fracturer_ver, fémur_nom, genou_nom, hanche_nom, jambe_nom, jointure_nom, jugulaire_nom, main_nom, mollet_adj, muscle_nom, nuque_nom, omoplate_nom, panse_nom, paume_nom, pectoral_adj, phalange_nom, pied_nom, plexus_nom, poignet_nom, poing_nom, poitrine_nom, rein_nom, rotule_nom, sternum_nom, tendon_nom, thoracique_adj, thorax_nom, tibia_nom, torse_nom, ventre_nom, vertèbre_nom, épaule_nom
156	58	affront_nom, avanie_nom, brimade_nom, calvaire_nom, chagrin_nom, châtier_ver, châtiment_nom, condamnation_nom, destin_nam, douleur_nom, déboire_nom, déception_nom, déconvenue_nom, défection_nom, déni_nom, désertion_nom, déshonneur_nom, désillusion_nom, encourir_ver, endurer_ver, ennui_nom, expiation_nom, expier_ver, fatalité_nom, humiliation_nom, imputer_ver, infamant_adj, infidélité_nom, infliger_ver, infortune_nom, ingratitude_nom, inique_adj, iniquité_nom, injuste_adj, injustement_adv, injustice_nom, martyre_nom, misère_nom, mésaventure_nom, offense_nom, outrage_nom, punir_ver, punition_nom, rachat_nom, rebuffade_nom, souffrance_nom, spolier_ver, stérilité_nom, subir_ver, supplice_nom, torture_nom, tourment_nom, trahison_nom, tribulation_nom, venger_ver, vexation_nom, épreuve_nam, épreuve_nom
379	58	boiteux_adj, borgne_adj, bâter_ver, chevrier_nom, chiffonnier_nom, cireur_nom, clochard_nom, convalescent_adj, crasseux_adj, défroque_nom, déguenillé_adj, dépenaillé_adj, efflanquer_ver, efflanqué_adj, esseulé_adj, estropier_ver, famélique_adj, guenille_nom, gâteux_adj, haillon_nom, handicapé_nom, hardes_nom, hère_nom, impotent_adj, indigent_nom, infirme_adj, informe_adj, invalide_adj, invalide_nom, kafr_nam, karam_nam, loque_nom, loqueteux_adj, lépreux_nom, malodorant_adj, manchot_adj, mendiant_nom, minable_adj, miséreux_nom, miteux_adj, mutilé_nom, neurasthénique_adj, oripeau_nom, paralytique_nom, perclus_adj, pestiféré_nom, pouilleux_adj, rhumatisme_nom, scotcher_ver, sordide_adj, souillon_nom, sénile_adj, traîne, vagabond_nom, veuves_nom, vieillissant_adj, villageois_adj, éclopé_nom
197	58	abondant_adj, auburn_adj, bacchante_nom, barbe_adj, barbe_nom, barbiche_nom, blond_adj, blond_nom, boucle_nom, boucler_ver, bouclé_adj, brun_adj, calvitie_nom, catogan_nom, cendrer_ver, cendré_adj, chevelure_nom, cheveu_nom, chignon_nom, châtain_adj, châtain_nom, clairsemer_ver, clairsemé_adj, coiffure_nom, crépu_adj, dru_adj, défriser_ver, dégarnir_ver, embroussailler_ver, favori_nom, filasse_nom, fourni_adj, friser_ver, frisotter_ver, frisé_adj, grisonnant_adj, hirsute_adj, jais_nom, longs_nom, moustache_nom, mèche_nom, natte_nom, natter_ver, nez_nom, pif_nom, poil_nom, ras_adj, roux_adj, roux_nom, tarin_nom, tif_nom, tignasse_nom, toupet_nom, traviole_adj, tresse_nom, tresser_ver, ébouriffer_ver, ébouriffé_adj
357	58	aboyer_ver, agonir_ver, apostropher_ver, beugler_ver, blasphémer_ver, bordée_nom, bougonner_ver, brailler_ver, bramer_ver, chahuter_ver, conspuer_ver, couiner_ver, crier_ver, feuler_ver, fulminer_ver, geindre_ver, glapir_ver, grogner_ver, grommeler_ver, gronder_ver, gueuler_ver, gémir_ver, habiba_ver, houspiller_ver, huer_ver, hurler_ver, huée_nom, imprécation_nom, indifférent_nom, injure_nom, injurier_ver, insulte_nom, insulter_ver, interpeller_ver, invective_nom, invectiver_ver, japper_ver, juron_nom, lamenter_ver, marmonner_ver, marmotter_ver, maudissant_ver, maugréer_ver, miauler_ver, monologuer_ver, morigéner_ver, pester_ver, quolibet_nom, rager_ver, ronchonner_ver, rugir_ver, râler_ver, soliloquer_ver, tonner_ver, vitupérer_ver, vociférer_ver, égosiller_ver, époumoner_ver
202	58	artificier_nom, artillerie_nom, artisanal_adj, atomique_adj, balle_nom, bobine_nom, boche_nom, boches_nam, bombardement_nom, bombarder_ver, bombe_nom, boulet_nom, boum_nom, canonnade_nom, capsule_nom, cartouche_nom, char_nom, chevrotine_nom, cribler_ver, dynamite_nom, décharge_nom, déflagration_nom, détonateur_nom, détonation_nom, explosif_adj, explosif_nom, explosion_nom, fusillade_nom, fusée_nom, grenade_nom, impact_nom, lapider_ver, missile_nom, mitraille_nom, mitrailler_ver, mitrailleur_nom, mitrailleuse_nom, nourri_adj, nucléaire_adj, obus_nom, patrouilleur_nom, pilonner_ver, poilu_nom, poudrière_nom, projectile_adj, projectile_nom, retardement_nom, roquette_nom, salve_nom, sommation_nom, sporadique_adj, tank_nom, torpille_nom, tranchée_nom, tranchées_nom, volt_nom, éclairant_adj, éclatement_nom
85	58	articuler_ver, ave_nam, bafouiller_ver, balbutiement_nom, balbutier_ver, bredouiller_ver, bégaiement_nom, bégaya_ver, bégayait_ver, bégayer_ver, chuchotement_nom, chuchoter_ver, déclamer_ver, entendre_ver, exorcisme_nom, formuler_ver, grondeur_adj, inaudible_adj, incantation_nom, incohérent_adj, incompréhensible_adj, indistinct_adj, inintelligible_adj, intelligible_adj, invocation_nom, leitmotiv_nom, litanie_nom, lénifiant_adj, mot_nom, murmurant_adj, murmure_nom, murmurer_ver, oraison_nom, oreille_nom, parole_nom, pater_nom, pathétique_nom, phrase_nom, phraser_ver, prière_nom, proférer_ver, prononcer_ver, psalmodier_ver, psaume_nom, récitation_nom, réciter_ver, réentendre_ver, répéter_ver, souffler_ver, sourd_nom, suavité_nom, susurrer_ver, syllabe_nom, verset_nom, ânonner_ver, écouter_ver, énoncer_ver, énumération_nom
145	59	agualva_nom, alambic_nom, alcooliser_ver, auge_nom, baignoire_nom, baril_nom, barrique_nom, bidon_nom, bocal_nom, bonbonne_nom, caisse_nom, caisson_nom, citerne_nom, compte, congélateur_nom, container_nom, conteneur_nom, cornue_nom, cuve_nom, cuvette_nom, douve_nom, dévisser_ver, filtre_nom, fiole_nom, flacon_nom, fontaine_nom, fosse_nom, frigidaire_nom, frigo_nom, frigorifique_adj, futaille_nom, gazeuse_adj, glacière_nom, glaçon_nom, gouttes_nom, lavabo_nom, lavoir_nom, liquide_nom, minéral_adj, perce_nom, pipette_nom, piscine_nom, puits_nom, reboucher_ver, revisser_ver, robinet_nom, récipient_nom, réfrigérateur_nom, réfrigérer_ver, réservoir_nom, savonneux_adj, siphon_nom, tonneau_nom, tonnelet_nom, transvaser_ver, vasque_nom, vitriol_nom, éprouvette_nom, évier_nom
41	59	bifurcation_nom, carrefour_nom, chemin_nom, circonvolution_nom, croisement_nom, dédale_nom, détour_nom, embranchement_nom, emmêler_ver, enchevêtrement_nom, enchevêtrer_ver, enchevêtré_adj, entrecroiser_ver, entrelacer_ver, entrelacs_nom, entremêler_ver, famé_adj, fouillis_nom, fraya_ver, frayait_ver, frayant_ver, frayer_ver, frayèrent_ver, frayé_ver, grève, gué_nom, impasse_nom, inextricable_adj, intersection_nom, labyrinthe_nom, lacis_nom, louvoyer_ver, méandre_nom, pieds_nam, piste_nom, populeux_adj, raccourci_nom, ramification_nom, ramifier_ver, rectiligne_adj, route_nom, rue_nom, ruelle_nom, sente_nom, sentier_nom, serpenter_ver, sinuer_ver, sinueux_adj, sinuosité_nom, slalomer_ver, tentaculaire_adj, tortueux_adj, tournant_nom, télescoper_ver, venelle_nom, virage_nom, voie_nom, zigzag_nom, zigzaguer_ver
316	59	andrado_nam, armagnac_nam, arnaud_nam, brazey_nam, brézé_nam, bérenger_nam, caboche_nam, catherine_nam, charance_nam, châteauvillain_nam, connétable_nam, connétable_nom, damoiseau_nom, drapier_nom, ermengarde_nam, ermengarde_nom, fanchon_nam, finnegan_nam, finnegan_nom, fortunat_nam, garin_nam, gaucher_nam, gaucourt_nam, gautherin_nam, gauthier_nam, gerbert_nam, gilles_nam, hire_nam, jacquette_nam, jehanne_nam, jehanne_nom, josse_nam, landry_nam, legoix_nam, loyse_nam, madalen_nam, mathieu_nam, messire_nam, messire_nom, monseigneur_nam, montsalvy_nam, normand_nam, pongo_nam, pongo_nom, prévôt_nom, pucelle_nam, rais_nam, richemont_nam, roussay_nam, routier_nom, rozenn_nam, sara_nam, sire_nam, sire_nom, trémoille_nam, valette_nam, villa, xaintrailles_nam, écorcheur_nom
79	59	allure_nom, battant_adj, battement_nom, battre_ver, bondissant_adj, bourdonnant_adj, bourdonner_ver, bruire_ver, bruissaient_ver, bruissait_ver, bruissant_adj, cendreux_adj, chamade_nom, crayeux_adj, dansant_adj, duvet_nom, duveteux_adj, décroissant_adj, floconneux_adj, irradier_ver, morne_nom, moutonnement_nom, moutonner_ver, mouvaient_ver, mouvait_ver, mouvant_adj, mouvant_ver, onde_nom, ondoyant_adj, ondoyer_ver, ondulant_adj, ondulation_nom, onduler_ver, onduleux_adj, palpitant_adj, palpitation_nom, palpiter_ver, poudroiement_nom, pouls_nom, propager_ver, pulsation_nom, pulser_ver, ralenti_nom, rayonnement_nom, retombant_adj, sautillant_adj, tourbillonnant_adj, tourbillonner_ver, tournoiement_nom, tournoyant_adj, tournoyer_ver, vertigineusement_adv, vertigineux_adj, virevolter_ver, vitesse_nom, voleter_ver, voltiger_ver, zigzagant_adj, étale_adj
200	60	abey_nam, action_nam, alan_nam, albin_nam, alfar_nam, aliène_nam, anice_nam, attenswirth_nam, books_nam, bross_nam, bross_nom, budmer_nam, calacan_nam, chaplin_nam, charboll_nam, citizen_nam, cleys_nam, colston_nam, contrôle_nam, dorall_nam, dorall_nom, eilayne_nom, ellobruchells_nam, fa_nam, flicop_nom, frimeur_nom, harjat_nam, hill_nam, jarkeith_nam, jeffrey_nam, jigg_nam, josie_nam, josie_nom, kaye_nam, keepsake_nam, lizanne_nam, lon_nam, loriana_nam, marshe_nam, marylin_nam, matt_nom, mogdab_nam, monroe_nam, nap_nam, natroz_nam, nortysmitty_nam, oclart_nam, one_nam, otton_nam, raut_nam, rossik_nam, ré, si, spartacus_nam, sterne_nam, then_nam, three_nam, travel_nam, vania_nam, zorro_nam
276	60	akal_nam, antioche_nam, caladre_nam, calife_nom, captif_adj, captif_nom, charlemagne_nam, conquis_adj, conquérant_nom, cordoue_nam, croisade_nom, céphalonie_nam, déchu_ver, esclave_nom, eunuque_nom, grandson_nam, grenade_nam, guerroyer_ver, harem_nom, hindou_nom, hospitalier_nom, hérode_nam, insurgent_nom, judée_nam, jérusalem_nam, khan_nam, kidji_nam, legros_nom, manosque_nom, mansour_nam, maure_adj, maure_nom, muhammad_nam, pacha_nam, pacha_nom, pensée, pharaon_nam, pharaon_nom, potentat_nom, radjah_nom, retenu_adj, rossignol_nom, salines_nom, saïb_nam, seigneurie_nom, serf_nom, sphinx_nom, sultan_nom, sultane_nom, suzerain_nom, séville_nam, templier_nom, tolède_nam, trafalgar_nam, vassal_nom, vizir_nom, zobeïda_nam, émeraude_adj, émir_nom, émèse_nam
350	60	absolu_adj, absoudre_ver, apogée_nom, assimilation_nom, cohésion_nom, comble_nom, complet_adj, complexité_nom, concorde_nom, confondant_adj, constitution_nom, disproportion_nom, diversité_nom, dynamisme_nom, dépouillement_nom, essor_nom, expansion_nom, fertilité_nom, foncier_adj, fragilité_nom, fécondité_nom, harmonie_nom, idéal_adj, illimiter_ver, illimité_adj, individualité_nom, indubitable_adj, inhérent_adj, instabilité_nom, instable_adj, limitation_nom, longévité_nom, moral_nom, multiplicité_nom, normalité_nom, parfaire_ver, parfait_adj, paroxysme_nom, perfection_nom, prospérité_nom, précaire_adj, précarité_nom, pureté_nom, quasi, restriction_nom, robustesse_nom, régénération_nom, santé_nom, solidité_nom, stabilité_nom, stable_adj, summum_nom, tolérance_nom, total_adj, vacuité_nom, viable_adj, vulnérabilité_nom, élasticité_nom, épanouissement_nom, équilibre_nom
105	60	agrandissement_nom, altamont_nam, apollon_nam, authentique_adj, bartlebooth_nam, beaumont_nam, calligraphie_nom, cliché_nom, collage_nom, copie_nom, croquis_nom, cyrille_nam, esquisse_nom, fignoler_ver, gogh_nam, gratiolet_nam, hoffmann_nam, hutting_nam, inachever_ver, inachevé_adj, instantané_nom, joconde_nam, léonard_nam, magnésium_nom, manet_nam, maquette_nom, monet_nam, moreau_nam, moulage_nom, négatif_nom, original_adj, original_nom, pellicule_nom, photo_nom, photographe_nom, photographie_nom, photographier_ver, photographique_adj, picasso_nam, puzzle_nom, raffke_nam, remanier_ver, rembrandt_nam, renoir_nam, reproduction_nom, ressemblant_adj, retouche_nom, retoucher_ver, rorschash_nam, rubens_nam, smautf_nam, statuaire_nom, titien_nam, transposer_ver, valène_nam, vinci_nam, winckler_nam, ébauche_nom, épure_nom, épurer_ver
